Zeit,Kanal A,Kanal B,Kanal C,Kanal D
20.04625005,14.18264,14.19241,0.927695,0.08307899
20.04691673,14.18264,14.19241,0.9280002,0.08314003
20.0475834,14.18264,14.19241,0.9283054,0.08314003
20.04825008,14.18264,14.1918,0.928458,0.08314003
20.04891675,14.18264,14.1918,0.9287633,0.08314003
20.04958343,14.18264,14.1918,0.9289159,0.08314003
20.0502501,14.18264,14.1918,0.9292211,0.08320107
20.05091678,14.18264,14.1918,0.9295263,0.08332316
20.05158345,14.18264,14.1918,0.9298315,0.08344524
20.05225013,14.18325,14.1918,0.9302893,0.08356733
20.0529168,14.18325,14.19241,0.9305946,0.08368941
20.05358348,14.18325,14.19241,0.9307472,0.08375046
20.05425015,14.18386,14.19241,0.9310524,0.0838115
20.05491683,14.18386,14.19241,0.9313576,0.08387254
20.0555835,14.18386,14.1918,0.9315102,0.08393358
20.05625018,14.18386,14.1918,0.9318154,0.08393358
20.05691685,14.18386,14.1918,0.931968,0.08399463
20.05758353,14.18386,14.1918,0.9322732,0.08405567
20.0582502,14.18386,14.1918,0.9325784,0.0842388
20.05891688,14.18447,14.19241,0.9328836,0.08442193
20.05958355,14.18447,14.19241,0.9331889,0.08454401
20.06025023,14.18447,14.19241,0.9334941,0.08460505
20.0609169,14.18447,14.19241,0.9336467,0.0846661
20.06158358,14.18447,14.19241,0.9337993,0.08472714
20.06225025,14.18447,14.1918,0.9339519,0.08478818
20.06291693,14.18447,14.1918,0.9341045,0.08478818
20.0635836,14.18386,14.1918,0.9342571,0.08484922
20.06425028,14.18386,14.1918,0.9345623,0.08497131
20.06491695,14.18447,14.1918,0.9347149,0.08509339
20.06558363,14.18447,14.1918,0.9348675,0.08521548
20.0662503,14.18447,14.1918,0.9351727,0.08533756
20.06691698,14.18447,14.1918,0.9351727,0.08533756
20.06758365,14.18447,14.1918,0.9353253,0.08539861
20.06825033,14.18386,14.1918,0.935478,0.08545965
20.068917,14.18386,14.19118,0.935478,0.08545965
20.06958368,14.18386,14.19118,0.935478,0.08545965
20.07025035,14.18325,14.19118,0.935478,0.08539861
20.07091703,14.18325,14.19057,0.9356306,0.08545965
20.0715837,14.18325,14.19057,0.9356306,0.08552069
20.07225038,14.18264,14.19057,0.9357831,0.08564278
20.07291705,14.18325,14.19057,0.9357831,0.08576486
20.07358373,14.18264,14.19057,0.9357831,0.08576486
20.0742504,14.18264,14.19057,0.9357831,0.08582591
20.07491708,14.18264,14.19057,0.9357831,0.08582591
20.07558375,14.18203,14.18996,0.9356306,0.08576486
20.07625043,14.18203,14.18996,0.935478,0.08570382
20.0769171,14.18142,14.18996,0.935478,0.08564278
20.07758378,14.18142,14.18935,0.9353253,0.08564278
20.07825045,14.18142,14.18935,0.9351727,0.08570382
20.07891713,14.18142,14.18935,0.9351727,0.08576486
20.0795838,14.18142,14.18935,0.9351727,0.08582591
20.08025048,14.18142,14.17043,0.9348675,0.08570382
20.08091715,14.18081,14.15029,0.9347149,0.08570382
20.08158383,14.18081,14.14723,0.9345623,0.08564278
20.0822505,14.1802,14.14296,0.9344097,0.08570382
20.08291718,14.1802,14.13625,0.9341045,0.08558173
20.08358385,14.17959,14.1277,0.9339519,0.08552069
20.08425053,14.17959,14.11732,0.9336467,0.08539861
20.0849172,14.17898,14.10511,0.9334941,0.08539861
20.08558388,14.17898,14.09107,0.9333414,0.08539861
20.08625055,14.17898,14.07459,0.9331889,0.08545965
20.08691723,14.17837,14.05689,0.9330363,0.08539861
20.0875839,14.17837,14.03675,0.932731,0.08533756
20.08825058,14.17776,14.01477,0.9324258,0.08527652
20.08891725,14.17715,13.99097,0.9322732,0.08515444
20.08958393,14.17592,13.96533,0.931968,0.08503235
20.0902506,14.17531,13.93847,0.9316628,0.08491027
20.09091728,14.1747,13.91039,0.9313576,0.08478818
20.09158395,14.17348,13.88109,0.931205,0.08472714
20.09225063,14.17287,13.85118,0.9308997,0.0846661
20.0929173,14.17226,13.82066,0.9307472,0.0846661
20.09358398,14.17165,13.78953,0.9305946,0.08454401
20.09425065,14.17043,13.75778,0.9304419,0.08442193
