Zeit,Kanal A,Kanal B,Kanal C,Kanal D
15.75819657,14.07215,14.07093,0.9952997,0.07581492
15.75886325,14.07459,14.07337,0.9969784,0.07752411
15.75952992,14.07704,14.0752,0.998657,0.07917226
15.7601966,14.07887,14.07765,1.000336,0.0809425
15.76086327,14.08131,14.08009,1.002014,0.08265169
15.76152995,14.08375,14.08253,1.003693,0.08442193
15.76219662,14.0868,14.08497,1.005372,0.08619216
15.7628633,14.08924,14.08802,1.00705,0.0879624
15.76352997,14.09169,14.09046,1.008729,0.08967159
15.76419665,14.09413,14.09291,1.010255,0.09138078
15.76486332,14.09718,14.09596,1.011934,0.09308998
15.76552999,14.09962,14.0984,1.01346,0.09473813
15.76619667,14.10206,14.10084,1.014986,0.09638628
15.76686334,14.10511,14.10389,1.016512,0.09797338
15.76753002,14.10756,14.10634,1.018038,0.09956049
15.76819669,14.11061,14.10939,1.019412,0.1010255
15.76886337,14.11305,14.11183,1.020785,0.1024295
15.76953004,14.11549,14.11427,1.022006,0.1037724
15.77019672,14.11793,14.11671,1.023227,0.1050543
15.77086339,14.12038,14.11915,1.024448,0.1062752
15.77153007,14.12282,14.1216,1.025516,0.107435
15.77219674,14.12526,14.12404,1.026431,0.1085338
15.77286342,14.1277,14.12648,1.0275,0.1095715
15.77353009,14.13014,14.12892,1.028263,0.1104261
15.77419677,14.13197,14.13075,1.029026,0.1112807
15.77486344,14.13442,14.13319,1.029789,0.1120132
15.77553012,14.13625,14.13503,1.030399,0.1127457
15.77619679,14.13808,14.13686,1.03101,0.1133561
15.77686347,14.13991,14.13869,1.031467,0.1139665
15.77753014,14.14174,14.14052,1.032078,0.1145159
15.77819682,14.14357,14.14235,1.032383,0.1149432
15.77886349,14.1454,14.14418,1.032841,0.1153095
15.77953017,14.14662,14.1454,1.032994,0.1156757
15.78019684,14.14846,14.14723,1.033299,0.1159199
15.78086352,14.14968,14.14846,1.033604,0.1162251
15.78153019,14.1509,14.14968,1.033756,0.1164083
15.78219687,14.15273,14.1509,1.033909,0.1165914
15.78286354,14.15395,14.15273,1.034062,0.1167745
15.78353022,14.15517,14.15395,1.034062,0.1168966
15.78419689,14.15639,14.15456,1.034062,0.1169576
15.78486357,14.15761,14.15578,1.034214,0.1170187
15.78553024,14.15822,14.157,1.034214,0.1170187
15.78619692,14.15944,14.15822,1.034214,0.1170187
15.78686359,14.16066,14.15883,1.034062,0.1168966
15.78753027,14.16127,14.15944,1.033909,0.1167745
15.78819694,14.16188,14.16005,1.033756,0.1165914
15.78886362,14.1625,14.16066,1.033604,0.1164083
15.78953029,14.16311,14.16127,1.033299,0.1161641
15.79019697,14.16372,14.16188,1.032994,0.1159199
15.79086364,14.16433,14.1625,1.032841,0.1156757
15.79153032,14.16494,14.16311,1.032536,0.1154316
15.79219699,14.16555,14.16311,1.03223,0.1151264
15.79286367,14.16555,14.16372,1.031925,0.1148211
15.79353034,14.16616,14.16372,1.031467,0.1143938
