Zeit,Kanal E,Kanal F,Kanal G,Kanal H
19.27824048,5.090343,1.696985,0.1127762,3.985167
19.27890716,5.089427,1.695916,0.111708,3.983946
19.27957383,5.088206,1.694848,0.1107923,3.982725
19.28024051,5.087291,1.69378,0.1095715,3.981504
19.28090718,5.086375,1.692711,0.1085032,3.980588
19.28157386,5.085155,1.691643,0.107435,3.979367
19.28224053,5.084239,1.690728,0.1065193,3.978147
19.28290721,5.083323,1.689659,0.1056037,3.976926
19.28357388,5.082407,1.688744,0.1046881,3.975705
19.28424056,5.081797,1.687828,0.1037724,3.974789
19.28490723,5.080882,1.687065,0.1030094,3.973568
19.28557391,5.079966,1.686302,0.1020938,3.972653
19.28624058,5.079355,1.685539,0.1013307,3.971737
19.28690726,5.078745,1.684776,0.1007203,3.971127
19.28757393,5.078135,1.684165,0.1001099,3.969906
19.28824061,5.077524,1.683555,0.09949945,3.96899
19.28890728,5.077219,1.682945,0.09904163,3.968075
19.28957396,5.076608,1.682487,0.0984312,3.967464
19.29024063,5.076303,1.682182,0.09812599,3.967159
19.29090731,5.075998,1.681724,0.09782077,3.967159
19.29157398,5.075693,1.681419,0.09736296,3.966854
19.29224066,5.075387,1.681113,0.09721035,3.966549
19.29290733,5.075387,1.681113,0.09705774,3.966243
19.29357401,5.075387,1.680961,0.09690514,3.965938
19.29424068,5.075387,1.680961,0.09690514,3.965938
19.29490736,5.075387,1.680808,0.09675253,3.965938
19.29557403,5.075387,1.680808,0.09675253,3.965938
19.29624071,5.075387,1.680961,0.09690514,3.965938
19.29690738,5.075387,1.680961,0.09690514,3.966243
19.29757406,5.075693,1.681113,0.09690514,3.965938
19.29824073,5.075693,1.681113,0.09705774,3.965938
19.29890741,5.075693,1.681266,0.09721035,3.966243
19.29957408,5.075998,1.681419,0.09721035,3.966243
19.30024076,5.075998,1.681571,0.09736296,3.966854
19.30090743,5.076303,1.681876,0.09766817,3.967159
19.30157411,5.076608,1.682029,0.09766817,3.967769
19.30224078,5.076303,1.681876,0.09766817,3.967769
19.30290746,5.076608,1.682029,0.09782077,3.967769
19.30357413,5.076608,1.682182,0.09782077,3.967769
19.30424081,5.076914,1.682334,0.09797338,3.968075
19.30490748,5.076914,1.682487,0.09812599,3.96838
19.30557416,5.076914,1.682639,0.09812599,3.96838
19.30624083,5.077219,1.682639,0.0982786,3.968685
19.30690751,5.077219,1.682792,0.0982786,3.968685
19.30757418,5.077219,1.682792,0.0982786,3.968685
19.30824086,5.077219,1.682792,0.0982786,3.96838
19.30890753,5.076914,1.682792,0.0982786,3.96838
19.30957421,5.076914,1.682792,0.0982786,3.968075
19.31024088,5.076914,1.682639,0.09812599,3.968075
19.31090756,5.076914,1.682639,0.09812599,3.968075
19.31157423,5.076608,1.682487,0.09797338,3.968075
19.31224091,5.076303,1.682182,0.09766817,3.967769
19.31290758,5.076303,1.682029,0.09751557,3.967464
19.31357426,5.075998,1.681876,0.09736296,3.967159
19.31424093,5.075693,1.681724,0.09705774,3.966854
19.31490761,5.075693,1.681419,0.09690514,3.966549
19.31557428,5.075387,1.681266,0.09675253,3.966243
19.31624096,5.075082,1.680961,0.09644732,3.965938
19.31690763,5.074777,1.680808,0.09629472,3.965633
19.31757431,5.074472,1.680503,0.0959895,3.965328
19.31824098,5.074167,1.680198,0.09568429,3.964717
19.31890766,5.073862,1.679893,0.09537907,3.964107
19.31957433,5.073862,1.67974,0.09522647,3.963496
19.32024101,5.073556,1.679435,0.09492125,3.963191
19.32090768,5.073251,1.679282,0.09476864,3.963191
19.32157436,5.072946,1.678977,0.09446344,3.963191
19.32224103,5.07264,1.678672,0.09415822,3.962886
19.32290771,5.072335,1.678366,0.09385301,3.962581
19.32357438,5.072335,1.678214,0.0937004,3.962276
19.32424106,5.07203,1.677909,0.09339519,3.96197
19.32490773,5.07203,1.677756,0.09324259,3.96197
19.32557441,5.071725,1.677603,0.09308998,3.961665
19.32624108,5.071725,1.677603,0.09293737,3.961665
19.32690776,5.071725,1.677451,0.09293737,3.961665
19.32757443,5.071725,1.677451,0.09278476,3.961665
19.32824111,5.071725,1.677451,0.09278476,3.96136
19.32890778,5.071725,1.677451,0.09293737,3.961055
19.32957446,5.071725,1.677603,0.09293737,3.96136
19.33024113,5.07203,1.677756,0.09308998,3.961665
19.33090781,5.072335,1.677909,0.09324259,3.96197
19.33157448,5.07264,1.678214,0.09354779,3.962581
19.33224116,5.072946,1.678366,0.0937004,3.962886
19.33290783,5.073251,1.678672,0.09400561,3.963191
19.33357451,5.073556,1.678977,0.09431083,3.963496
19.33424118,5.073862,1.679435,0.09461604,3.963802
19.33490786,5.074472,1.67974,0.09507386,3.964107
19.33557453,5.074777,1.680198,0.09553168,3.964717
19.33624121,5.075387,1.680808,0.0959895,3.965328
19.33690788,5.075998,1.681266,0.09644732,3.965938
19.33757456,5.076608,1.681724,0.09690514,3.966549
19.33824123,5.077219,1.682334,0.09751557,3.966854
19.33890791,5.077829,1.682945,0.09797338,3.967464
19.33957458,5.07844,1.683555,0.09858381,3.968075
19.34024126,5.07905,1.684165,0.09919424,3.96838
19.34090793,5.07966,1.684776,0.09980466,3.969296
19.3415746,5.080271,1.685386,0.1004151,3.969906
19.34224128,5.080576,1.685844,0.1008729,3.970516
19.34290795,5.081187,1.686149,0.1011781,3.971127
19.34357463,5.081492,1.686607,0.1016359,3.971432
19.3442413,5.081797,1.686912,0.1019412,3.971737
19.34490798,5.082102,1.687218,0.1022464,3.972042
19.34557465,5.082407,1.68737,0.1025516,3.972348
19.34624133,5.082407,1.687523,0.1027042,3.972348
19.346908,5.082407,1.687675,0.1027042,3.972348
19.34757468,5.082407,1.687523,0.1027042,3.972348
19.34824135,5.082407,1.68737,0.1025516,3.972348
19.34890803,5.082102,1.687218,0.102399,3.971737
19.3495747,5.081797,1.687065,0.1022464,3.971432
19.35024138,5.081492,1.686607,0.1017886,3.971127
19.35090805,5.080882,1.686149,0.1014833,3.970516
19.35157473,5.080271,1.685692,0.1010255,3.970516
19.3522414,5.079966,1.685386,0.1005677,3.970211
19.35290808,5.07905,1.684471,0.09995727,3.969601
19.35357475,5.078135,1.683708,0.09919424,3.96899
19.35424143,5.077524,1.682945,0.0984312,3.968075
19.3549081,5.076303,1.682029,0.09751557,3.967159
19.35557478,5.075387,1.681113,0.09659992,3.966243
19.35624145,5.074472,1.680198,0.09583689,3.965328
19.35690813,5.073556,1.679282,0.09492125,3.964412
19.3575748,5.07264,1.678366,0.09400561,3.963802
19.35824148,5.071725,1.677451,0.09308998,3.962581
19.35890815,5.070809,1.676535,0.09217434,3.96136
19.35957483,5.069894,1.67562,0.09141131,3.960444
19.3602415,5.068978,1.674857,0.09064827,3.959529
19.36090818,5.068062,1.674093,0.08988523,3.958918
19.36157485,5.067452,1.673483,0.08927481,3.958308
19.36224153,5.066842,1.672873,0.08881699,3.958003
19.3629082,5.066536,1.672415,0.08835918,3.957697
19.36357488,5.065926,1.671957,0.08790135,3.957392
19.36424155,5.065621,1.671652,0.08759614,3.956782
19.36490823,5.065621,1.671499,0.08729093,3.956476
19.3655749,5.065621,1.671347,0.08729093,3.956171
19.36624158,5.065621,1.671347,0.08729093,3.956171
19.36690825,5.065621,1.671499,0.08744353,3.956171
