Zeit,Kanal A,Kanal B,Kanal C,Kanal D
18.14955975,14.09535,14.10145,0.9934684,0.0838115
18.15022643,14.12648,14.13319,1.020022,0.1121353
18.1508931,14.16677,14.17715,1.023685,0.1154926
18.15155978,14.25772,14.25345,1.025363,0.1154316
18.15222645,14.27115,14.26199,1.036809,0.1250153
18.15289313,14.24063,14.24002,1.039556,0.1261751
18.1535598,14.22171,14.22781,1.029789,0.1162862
18.15422648,14.20461,14.2095,1.016359,0.1028568
18.15489315,14.15883,14.16494,0.9998779,0.08741301
18.15555983,14.12648,14.12892,0.9847699,0.07380051
18.1562265,14.10145,14.10389,0.9777499,0.06739104
18.15689318,14.09046,14.09657,0.9737822,0.0627518
18.15755985,14.11,14.11,0.9904163,0.07917226
18.15822653,14.16372,14.15456,1.027957,0.1178733
18.1588932,14.20889,14.19973,1.038945,0.1313637
18.15955988,14.21133,14.20339,1.033299,0.1262971
18.16022655,14.2095,14.19424,1.039708,0.1313027
18.16089323,14.24918,14.23941,1.054664,0.1460139
18.1615599,14.28336,14.28397,1.03223,0.1234892
18.16222658,14.25528,14.25101,1.017733,0.1056037
18.16289325,14.20095,14.1979,1.007661,0.09553168
18.16355993,14.15639,14.15639,0.9911793,0.08027103
18.1642266,14.10756,14.10695,0.9768343,0.06568184
18.16489328,14.08985,14.08924,0.9751557,0.06214137
18.16555995,14.12038,14.11977,0.9942315,0.08124771
18.16622663,14.16433,14.16127,1.036351,0.1258088
18.1668933,14.20156,14.19241,1.047644,0.1363692
18.16755998,14.22415,14.21194,1.038945,0.1302649
18.16822665,14.21865,14.21438,1.03513,0.1281895
18.16889333,14.21377,14.22354,1.038182,0.130448
18.16956,14.21072,14.2156,1.029484,0.121841
18.17022668,14.19729,14.19424,1.018191,0.1099988
18.17089335,14.24307,14.23636,1.007813,0.09980466
18.17156003,14.35356,14.34806,1.000488,0.09193017
18.1722267,14.23147,14.2272,0.9862959,0.07465511
18.17289338,14.11488,14.11854,0.9743926,0.06195825
18.17356005,14.09413,14.09596,0.9795812,0.06568184
18.17422673,14.12465,14.12404,1.01758,0.1044439
18.1748934,14.18813,14.18752,1.045507,0.1351483
18.17556008,14.2211,14.22049,1.045507,0.1349652
18.17622675,14.22049,14.21682,1.045355,0.1338664
18.17689343,14.2333,14.22354,1.036961,0.1279453
18.1775601,14.22537,14.21072,1.027194,0.1198266
18.17822678,14.20217,14.18874,1.022464,0.1147601
18.17889345,14.18142,14.18203,1.01697,0.110304
18.17956013,14.1686,14.16799,0.9992675,0.09296789
18.1802268,14.13442,14.1277,0.9788182,0.07141985
18.18089348,14.04346,14.04285,0.9568428,0.04822366
18.18156015,14.02515,14.0282,0.9597424,0.05023807
18.18222683,14.13564,14.12892,1.012849,0.1010866
18.1828935,14.18996,14.18325,1.036809,0.1237334
18.18356018,14.2156,14.21865,1.041845,0.1298987
18.18422685,14.23086,14.23025,1.043676,0.1325845
18.18489353,14.24124,14.23636,1.041082,0.1294103
18.1855602,14.23208,14.23025,1.032688,0.1222073
18.18622688,14.20706,14.19668,1.021548,0.1112807
18.18689355,14.17776,14.17715,1.004914,0.0937004
18.18756023,14.13564,14.15273,0.9859907,0.07544866
18.1882269,14.11183,14.12953,0.9766817,0.0669027
18.18889358,14.08497,14.08985,0.9757661,0.06494933
18.18956025,14.07337,14.07826,0.9757661,0.06293493
18.19022693,14.10634,14.11671,1.000336,0.08735197
18.1908936,14.12648,14.12465,1.017733,0.1062141
18.19156028,14.14357,14.14357,1.01758,0.1045049
18.19222695,14.19546,14.204,1.026889,0.1142718
18.19289363,14.22964,14.23575,1.03513,0.1223294
18.1935603,14.24246,14.23575,1.032994,0.1181174
18.19422698,14.22354,14.21194,1.021548,0.106031
18.19489365,14.1918,14.18508,1.003693,0.0895495
18.19556033,14.11244,14.11854,0.9779025,0.06372848
18.196227,14.0337,14.04774,0.9511964,0.03693078
18.19689368,14.04346,14.06116,0.9663045,0.05304603
18.19756035,14.10145,14.11488,1.005372,0.09254059
18.19822703,14.18081,14.1918,1.038945,0.1265413
18.1988937,14.19851,14.20706,1.048407,0.1358808
18.19956038,14.20706,14.2095,1.034977,0.12471
18.20022705,14.18203,14.18447,1.018191,0.1092052
18.20089373,14.13686,14.13991,1.006287,0.09717983
18.2015604,14.13869,14.13197,0.998657,0.08808448
18.20222708,14.18081,14.17104,1.004303,0.09315102
18.20289375,14.18142,14.17837,0.9988096,0.08790135
18.20356043,14.14113,14.13991,0.9838542,0.07331217
18.2042271,14.0984,14.0984,0.9711879,0.06067635
18.20489378,14.0984,14.10023,0.979276,0.06824563
18.20556045,14.13075,14.13625,1.012544,0.1024905
18.20622713,14.15944,14.15883,1.027347,0.1166524
18.2068938,14.20339,14.19912,1.03925,0.128922
18.20756048,14.23392,14.23758,1.043981,0.1323404
18.20822715,14.2388,14.24124,1.041082,0.1297155
18.20889383,14.22903,14.22659,1.037877,0.1287999
18.2095605,14.22476,14.21804,1.02399,0.1164083
18.21022718,14.17531,14.17287,1.005524,0.09833964
18.21089385,14.10756,14.11,0.9849225,0.07746307
18.21156053,14.0807,14.08924,0.9704248,0.05994384
18.2122272,14.09962,14.11122,0.9737822,0.06073739
18.21289388,14.10145,14.11549,0.9716457,0.05823465
18.21356055,14.08436,14.09962,0.9756135,0.06140886
18.21422723,14.13197,14.13442,1.007203,0.09516542
18.2148939,14.18935,14.1802,1.035893,0.1239775
