Zeit,Kanal E,Kanal F,Kanal G,Kanal H
13.15749748,5.074777,1.758638,0.0984312,4.010805
13.15816416,5.081492,1.761079,0.1010255,3.893297
13.15883083,5.064705,1.745513,0.08469662,3.799902
13.15949751,5.04273,1.728421,0.06623123,3.762971
13.16016418,5.04273,1.726285,0.0700464,3.816079
13.16083086,5.083018,1.761079,0.108198,3.881089
13.16149753,5.09309,1.770846,0.1178122,3.920461
13.16216421,5.090038,1.776035,0.1143023,3.953119
13.16283088,5.090038,1.778171,0.1150653,3.984556
13.16349756,5.091259,1.774203,0.1138445,4.024539
13.16416423,5.090648,1.770846,0.1089611,4.088634
13.16483091,5.082407,1.769015,0.1045355,4.162495
13.16549758,5.077219,1.758027,0.09721035,4.195153
13.16616426,5.06501,1.742461,0.08530705,4.160969
13.16683093,5.03571,1.718655,0.05936394,4.059639
13.16749761,5.018618,1.695458,0.03998291,3.952204
13.16816428,5.033879,1.703699,0.04944451,3.848431
13.16883096,5.054938,1.734831,0.07645586,3.800207
13.16949763,5.077829,1.7623,0.1013307,3.813637
13.17016431,5.088511,1.767489,0.1094189,3.87468
13.17083098,5.088511,1.769015,0.1118606,3.911305
13.17149766,5.084239,1.763826,0.1069772,3.931754
13.17216433,5.077524,1.756806,0.0984312,3.942132
13.17283101,5.069589,1.747039,0.08835918,3.934501
13.17349768,5.060737,1.733305,0.07645586,3.917715
13.17416436,5.040898,1.724148,0.06409474,3.956476
13.17483103,5.024722,1.711329,0.04974972,4.040105
13.17549771,5.034794,1.714382,0.05676962,4.128006
13.17616438,5.071115,1.745208,0.09186912,4.174399
13.17683106,5.071725,1.746734,0.09583689,4.145403
13.17749773,5.068062,1.749481,0.09034306,4.026371
13.17816441,5.081492,1.761384,0.1017886,3.914357
13.17883108,5.085155,1.756196,0.1020938,3.8115
13.17949776,5.070504,1.74002,0.08851178,3.786168
13.18016443,5.066231,1.743072,0.0889696,3.845379
13.18083111,5.066842,1.749481,0.08942742,3.901844
13.18149778,5.061653,1.746734,0.08393358,3.910695
13.18216445,5.044561,1.729032,0.06806251,3.899096
13.18283113,5.034489,1.712245,0.05509095,3.886583
13.1834978,5.052191,1.729337,0.07462458,3.889635
13.18416448,5.04334,1.729032,0.06760469,3.940605
13.18483115,5.006715,1.70492,0.02701135,4.017214
13.18549783,5.060737,1.74826,0.08072884,4.137468
13.1861645,5.089733,1.767794,0.1101819,4.175009
13.18683118,5.085155,1.766573,0.1100293,4.11946
13.18749785,5.075998,1.758638,0.1028568,4.036442
13.18816453,5.079355,1.759858,0.09949945,3.928397
13.1888312,5.07844,1.757417,0.09476864,3.826761
13.18949788,5.068978,1.745513,0.08729093,3.771518
13.19016455,5.051581,1.734221,0.0749298,3.802649
13.19083123,5.044866,1.722622,0.06501038,3.831339
13.1914979,5.067147,1.749176,0.09003785,3.872543
13.19216458,5.087291,1.769015,0.1126236,3.922293
13.19283125,5.081797,1.763216,0.1068246,3.961665
13.19349793,5.087291,1.765352,0.1100293,3.99707
13.1941646,5.104383,1.779392,0.1245269,4.055671
13.19483128,5.110487,1.786412,0.1278843,4.12709
13.19549795,5.095837,1.773288,0.112471,4.161885
13.19616463,5.076608,1.759858,0.09537907,4.151203
13.1968313,5.058296,1.738799,0.07538762,4.082835
13.19749798,5.034184,1.713466,0.05310707,3.977231
13.19816465,5.0293,1.709498,0.05112318,3.85423
13.19883133,5.0351,1.713771,0.0586009,3.77457
13.199498,5.059516,1.742766,0.08271273,3.78983
13.20016468,5.088206,1.769015,0.1060615,3.880173
13.20083135,5.092174,1.76932,0.1110975,3.92504
13.20149803,5.083933,1.760164,0.1027042,3.927787
13.2021647,5.071725,1.751923,0.09156391,3.920156
13.20283138,5.073556,1.754364,0.09751557,3.938774
13.20349805,5.07142,1.75528,0.09995727,3.934806
13.20416473,5.060127,1.747039,0.08958003,3.974789
13.2048314,5.046698,1.731779,0.07462458,4.045599
13.20549808,5.032352,1.714992,0.05768526,4.106946
13.20616475,5.022281,1.700647,0.04974972,4.117324
13.20683143,5.04212,1.71957,0.06592602,4.120071
13.2074981,5.078135,1.758638,0.09736296,4.051093
13.20816478,5.125748,1.798926,0.1370406,3.969296
13.20883145,5.112319,1.787633,0.1283421,3.857893
13.20949813,5.091869,1.778782,0.1149127,3.823404
13.2101648,5.08668,1.778171,0.1094189,3.878953
13.21083148,5.07844,1.766268,0.1014833,3.911305
13.21149815,5.051886,1.739104,0.08042364,3.889024
13.21216483,5.036931,1.720791,0.06531559,3.883225
13.2128315,5.03632,1.717129,0.05921133,3.886278
13.21349818,5.046698,1.725675,0.06684165,3.886583
13.21416485,5.074777,1.750397,0.09263216,3.96197
13.21483153,5.083323,1.766878,0.1048407,4.076731
13.2154982,5.087596,1.772677,0.1130814,4.156696
13.21616488,5.087291,1.769015,0.1139971,4.164632
13.21683155,5.078745,1.757417,0.1037724,4.121292
13.21749823,5.068673,1.750702,0.09385301,4.04804
13.2181649,5.067757,1.745513,0.08820657,3.934196
13.21883158,5.073862,1.753449,0.09171651,3.829508
13.21949825,5.063484,1.747955,0.08332316,3.771212
13.22016493,5.047308,1.726895,0.06531559,3.774875
13.2208316,5.02869,1.708888,0.05249664,3.796545
13.22149828,5.027164,1.717739,0.05325967,3.831645
13.22216495,5.061958,1.745819,0.08591747,3.911305
13.22283163,5.091869,1.764131,0.1085032,3.980588
13.2234983,5.095531,1.770846,0.1121658,3.995544
13.22416498,5.088817,1.774509,0.1112501,4.021792
13.22483165,5.082713,1.768404,0.1103345,4.09016
13.22549833,5.083018,1.761995,0.106672,4.146624
13.226165,5.078745,1.759248,0.1017886,4.169515
13.22683168,5.062263,1.740325,0.08530705,4.119155
13.22749835,5.040593,1.714382,0.05982175,4.012025
13.22816503,5.019228,1.695458,0.04013551,3.860029
13.2288317,5.017702,1.70431,0.05112318,3.76755
13.22949838,5.038457,1.727201,0.0843914,3.78861
13.23016505,5.075693,1.753449,0.1078928,3.881699
13.23083173,5.092174,1.7623,0.1149127,3.920767
13.2314984,5.096447,1.763826,0.1152179,3.92504
13.23216508,5.09248,1.768404,0.1141497,3.929007
13.23283175,5.087596,1.770236,0.1120132,3.943047
13.23349843,5.083628,1.766268,0.1069772,3.938774
13.2341651,5.080882,1.761995,0.1051459,3.971432
13.23483178,5.058906,1.749176,0.09339519,4.035832
13.23549845,5.03571,1.739409,0.08210231,4.102674
13.23616513,5.03632,1.731168,0.07065682,4.123123
13.2368318,5.027774,1.714382,0.0561592,4.108473
13.23749848,5.019534,1.707972,0.04776584,4.013246
13.23816515,5.054633,1.743072,0.07782932,3.921682
13.23883183,5.096447,1.783055,0.116744,3.854535
13.2394985,5.10774,1.79862,0.1327677,3.831645
13.24016518,5.103467,1.798315,0.1324625,3.885667
13.24083185,5.105604,1.795874,0.1338359,3.922903
13.24149853,5.099499,1.789769,0.1289525,3.917715
13.2421652,5.090648,1.774509,0.1172018,3.914357
13.24283188,5.071725,1.749176,0.09308998,3.913136
13.24349855,5.051886,1.733305,0.07554023,3.892382
13.24416523,5.043035,1.729642,0.06958857,3.914357
13.2448319,5.048223,1.739714,0.07752411,4.015688
13.24549858,5.090038,1.780918,0.1191857,4.146319
13.24616525,5.108351,1.794347,0.1344463,4.175925
13.24683193,5.111403,1.789159,0.1312416,4.152118
13.2474986,5.091259,1.771151,0.1106397,4.078257
13.24816528,5.074777,1.76169,0.1001099,3.958308
13.24883195,5.084849,1.774509,0.1141497,3.861555
13.24949863,5.091564,1.778782,0.1153705,3.807838
13.2501653,5.084239,1.766268,0.1051459,3.8115
13.25083198,5.07264,1.750397,0.09095348,3.835002
13.25149865,5.055243,1.726285,0.07447198,3.840801
13.25216533,5.036015,1.712245,0.05951654,3.870406
13.252832,5.052191,1.725675,0.07126725,3.924124
13.25349868,5.08607,1.758027,0.09965205,3.960139
13.25416535,5.097363,1.77634,0.1149127,3.992797
13.25483203,5.108046,1.786107,0.1278843,4.076425
13.2554987,5.112929,1.786717,0.1315468,4.150287
13.25616538,5.108961,1.782749,0.1284947,4.192711
13.25683205,5.094311,1.772677,0.1201013,4.168905
13.25749873,5.073251,1.755891,0.09766817,4.064827
13.2581654,5.060432,1.743072,0.08301795,3.91863
13.25883208,5.063789,1.744598,0.08698571,3.813332
13.25949875,5.054023,1.739104,0.08011842,3.792272
13.26016543,5.038457,1.724759,0.06378952,3.833781
13.2608321,5.04334,1.720181,0.06211085,3.862166
13.26149878,5.07203,1.749786,0.09385301,3.895129
13.26216545,5.090343,1.768099,0.1136919,3.912831
13.26283213,5.095226,1.776645,0.1173544,3.937859
13.2634988,5.103467,1.788548,0.1246795,3.952814
13.26416548,5.104688,1.7916,0.126816,3.993713
13.26483215,5.098279,1.780918,0.1187279,4.0691
13.26549883,5.094311,1.770846,0.1103345,4.149676
