Zeit,Kanal A,Kanal B,Kanal C,Kanal D
16.46220535,14.20034,14.20767,1.037724,0.1128067
16.46287203,14.204,14.21072,1.03925,0.1142718
16.4635387,14.20706,14.21438,1.040776,0.1157978
16.46420538,14.21072,14.21804,1.042302,0.117446
16.46487205,14.21438,14.22171,1.043981,0.1190941
16.46553873,14.21804,14.22598,1.04566,0.1208033
16.4662054,14.22232,14.22964,1.047338,0.1225736
16.46687208,14.22598,14.2333,1.049017,0.1242827
16.46753875,14.23025,14.23758,1.050696,0.1259919
16.46820543,14.23392,14.24124,1.052222,0.1277011
16.4688721,14.23758,14.2449,1.053901,0.1293493
16.46953878,14.24124,14.24857,1.055427,0.1309364
16.47020545,14.24429,14.25162,1.056953,0.1325235
16.47087213,14.24796,14.25528,1.058326,0.1339885
16.4715388,14.25101,14.25833,1.0597,0.1354536
16.47220548,14.25406,14.26138,1.06092,0.1366744
16.47287215,14.2565,14.26322,1.061989,0.1378342
16.47353883,14.25833,14.26566,1.062904,0.1388109
16.4742055,14.26016,14.26749,1.06382,0.1397265
16.47487218,14.26199,14.26871,1.064583,0.140459
16.47553885,14.26322,14.26993,1.065041,0.1410695
16.47620553,14.26383,14.27115,1.065499,0.1414968
16.4768722,14.26444,14.27115,1.065651,0.141802
16.47753888,14.26444,14.27115,1.065804,0.141863
16.47820555,14.26444,14.27115,1.065651,0.141802
16.47887223,14.26383,14.26993,1.065346,0.1414357
16.4795389,14.2626,14.26932,1.064888,0.1410695
16.48020558,14.26138,14.26749,1.064278,0.1405201
16.48087225,14.25955,14.26566,1.063667,0.1398486
16.48153893,14.25772,14.26383,1.062752,0.138994
16.4822056,14.25528,14.26138,1.061836,0.1379563
16.48287228,14.25284,14.25894,1.060615,0.1367965
16.48353895,14.24918,14.25528,1.059394,0.1355146
16.48420563,14.24612,14.25223,1.058021,0.1341106
16.4848723,14.24246,14.24857,1.056495,0.1326456
16.48553898,14.2388,14.2449,1.054969,0.1310585
16.48620565,14.23514,14.24124,1.05329,0.1293493
16.48687233,14.23086,14.23697,1.051612,0.1276401
16.487539,14.2272,14.23269,1.049933,0.1258088
16.48820568,14.22293,14.22903,1.048102,0.1240386
16.48887235,14.21865,14.22476,1.046423,0.1221463
16.48953903,14.21438,14.22049,1.044592,0.120315
16.4902057,14.21011,14.21621,1.04276,0.1184837
16.49087238,14.20645,14.21194,1.040929,0.1165914
16.49153905,14.20217,14.20828,1.03925,0.1148822
16.49220573,14.19851,14.20461,1.037724,0.113173
16.4928724,14.19485,14.20095,1.036198,0.1115248
16.49353908,14.19118,14.1979,1.034672,0.1099377
16.49420575,14.18813,14.19424,1.033146,0.1084117
16.49487243,14.18508,14.19118,1.031925,0.1070077
16.4955391,14.18203,14.18874,1.030704,0.1057258
16.49620578,14.17959,14.1863,1.029636,0.104566
16.49687245,14.17715,14.18386,1.028568,0.1034672
16.49753913,14.17531,14.18203,1.027652,0.1025516
16.4982058,14.17348,14.1802,1.026889,0.101697
16.49887248,14.17226,14.17898,1.026279,0.1009034
16.49953915,14.17104,14.17776,1.025668,0.100293
16.50020583,14.16982,14.17715,1.025211,0.09980466
16.5008725,14.16921,14.17653,1.024905,0.09943841
16.50153918,14.16921,14.17592,1.024753,0.09919424
16.50220585,14.16921,14.17653,1.0246,0.09901111
16.50287253,14.16372,14.17104,1.022311,0.09669149
16.5035392,14.16372,14.17104,1.022311,0.09663045
16.50420588,14.16372,14.17104,1.022311,0.09650836
16.50487255,14.16372,14.17165,1.022311,0.09650836
16.50553923,14.16433,14.17165,1.022311,0.09644732
16.5062059,14.16433,14.17165,1.022311,0.09644732
16.50687258,14.16433,14.17165,1.022311,0.09644732
16.50753925,14.16433,14.17165,1.022311,0.09644732
16.50820593,14.16433,14.17165,1.022311,0.09644732
16.5088726,14.16433,14.17165,1.022311,0.09644732
16.50953928,14.16433,14.17165,1.022311,0.09644732
16.51020595,14.16433,14.17165,1.022311,0.09644732
16.51087263,14.16433,14.17165,1.022311,0.09644732
16.5115393,14.16433,14.17165,1.022311,0.09644732
16.51220598,14.16433,14.17165,1.022311,0.09650836
16.51287265,14.16433,14.17165,1.022464,0.0965694
16.51353933,14.16433,14.17104,1.022311,0.0965694
16.514206,14.16372,14.17104,1.022311,0.0965694
