Zeit,Kanal A,Kanal B,Kanal C,Kanal D
19.27824048,14.1918,14.19729,1.009828,0.1052375
19.27890716,14.19057,14.19546,1.008912,0.1043218
19.27957383,14.18874,14.19363,1.008058,0.1034672
19.28024051,14.18691,14.19241,1.007142,0.1024905
19.28090718,14.18508,14.19057,1.006287,0.1015749
19.28157386,14.18325,14.18813,1.005433,0.1006593
19.28224053,14.18142,14.18691,1.004639,0.0998657
19.28290721,14.17959,14.18508,1.003907,0.09901111
19.28357388,14.17837,14.18325,1.003174,0.0982786
19.28424056,14.17653,14.18142,1.002503,0.09754609
19.28490723,14.1747,14.1802,1.001892,0.09681357
19.28557391,14.17287,14.17837,1.001282,0.09614211
19.28624058,14.17165,14.17715,1.000733,0.09553168
19.28690726,14.16982,14.17531,1.000244,0.0949823
19.28757393,14.1686,14.17409,0.9998168,0.09443291
19.28824061,14.16738,14.17287,0.9994506,0.09400561
19.28890728,14.16616,14.17226,0.9990844,0.09357832
19.28957396,14.16494,14.17104,0.9987791,0.09321206
19.29024063,14.16433,14.16982,0.998535,0.09290685
19.29090731,14.16311,14.16921,0.9983518,0.09260163
19.29157398,14.1625,14.16799,0.9981687,0.09235746
19.29224066,14.16188,14.16738,0.9981077,0.09217434
19.29290733,14.16127,14.16738,0.9981077,0.09211329
19.29357401,14.16066,14.16677,0.9981687,0.09205225
19.29424068,14.16005,14.16616,0.9981687,0.09205225
19.29490736,14.16005,14.16616,0.9982297,0.09205225
19.29557403,14.15944,14.16616,0.9983518,0.09205225
19.29624071,14.15944,14.16555,0.9984739,0.09211329
19.29690738,14.15944,14.16555,0.998596,0.09217434
19.29757406,14.15944,14.16616,0.9987181,0.09223538
19.29824073,14.15944,14.16616,0.9989012,0.09229642
19.29890741,14.16005,14.16616,0.9990233,0.09241851
19.29957408,14.16005,14.16616,0.9992064,0.09254059
19.30024076,14.16005,14.16616,0.9993895,0.09266268
19.30090743,14.16066,14.16677,0.9995727,0.0928458
19.30157411,14.16066,14.16677,0.9997558,0.09296789
19.30224078,14.16127,14.16738,0.9995727,0.09278476
19.30290746,14.16127,14.16738,0.9997558,0.09290685
19.30357413,14.16188,14.16799,0.9998779,0.09296789
19.30424081,14.16188,14.16799,1.0,0.09308998
19.30490748,14.1625,14.1686,1.000061,0.09315102
19.30557416,14.16311,14.16921,1.000122,0.09321206
19.30624083,14.16311,14.16921,1.000122,0.09321206
19.30690751,14.16372,14.16982,1.000122,0.09321206
19.30757418,14.16372,14.16982,1.000122,0.09315102
19.30824086,14.16433,14.17043,1.0,0.09308998
19.30890753,14.16433,14.17043,0.999939,0.09296789
19.30957421,14.16494,14.17104,0.9998168,0.0928458
19.31024088,14.16555,14.17165,0.9996337,0.09272372
19.31090756,14.16555,14.17165,0.9995117,0.09260163
19.31157423,14.16555,14.17165,0.9992064,0.09235746
