Zeit,Kanal A,Kanal B,Kanal C,Kanal D
12.96549509,14.26932,14.26383,1.004914,0.1057563
12.96616176,14.25162,14.24124,1.008882,0.1091137
12.96682844,14.18691,14.19057,0.9884324,0.08866438
12.96749511,14.0752,14.08619,0.9502808,0.05036015
12.96816179,14.04835,14.05933,0.9403614,0.03967769
12.96882846,14.15517,14.16127,0.9809547,0.07813454
12.96949514,14.24551,14.24429,1.006135,0.1013307
12.97016181,14.2681,14.27481,1.013155,0.1089611
12.97082849,14.2504,14.26199,1.011171,0.1094189
12.97149516,14.24368,14.25284,1.011323,0.1104871
12.97216184,14.2272,14.22659,1.003235,0.1037724
12.97282851,14.20828,14.19668,0.9753082,0.07431938
12.97349519,14.24185,14.22598,0.9801916,0.08027103
12.97416186,14.27848,14.27054,0.998657,0.1004151
12.97482854,14.28458,14.27848,1.005524,0.1063667
12.97549521,14.25528,14.25528,1.00644,0.1078928
12.97616189,14.20461,14.21377,0.9948419,0.09888902
12.97682856,14.15883,14.16738,0.9643206,0.06714687
12.97749524,14.14113,14.14052,0.9603528,0.06104261
12.97816191,14.1509,14.1393,0.9768343,0.07630326
12.97882859,14.15822,14.14235,0.9963679,0.09247955
12.97949526,14.22659,14.21865,1.013307,0.1060615
12.98016194,14.24857,14.24185,1.016054,0.1115554
12.98082861,14.21926,14.21133,1.001099,0.09904163
12.98149529,14.19424,14.18081,0.9698144,0.06928336
12.98216196,14.20034,14.19241,0.9763765,0.07584544
12.98282864,14.2504,14.24368,0.9943841,0.09308998
12.98349531,14.28458,14.28214,1.005067,0.1054511
12.98416198,14.28275,14.28275,1.005982,0.1091137
12.98482866,14.24063,14.24002,0.9992675,0.1046881
12.98549533,14.14723,14.14357,0.9832438,0.08927481
12.98616201,14.11,14.09779,0.9716457,0.07767671
12.98682868,14.14235,14.12648,0.9817177,0.08698571
12.98749536,14.16494,14.15456,0.9992675,0.1030094
12.98816203,14.14601,14.13258,1.004761,0.1078928
12.98882871,14.06788,14.06239,0.9934684,0.09537907
12.98949538,14.02759,14.02393,0.9733244,0.07187767
12.99016206,14.05689,14.05018,0.9647784,0.06134782
12.99082873,14.11671,14.11122,0.9711879,0.06684165
12.99149541,14.18569,14.18203,0.9873642,0.08408619
12.99216208,14.19851,14.20461,1.011934,0.1100293
12.99282876,14.20217,14.21316,1.019259,0.1190331
12.99349543,14.17959,14.18264,1.011934,0.1121658
12.99416211,14.157,14.14357,0.9969784,0.09721035
12.99482878,14.13686,14.12465,0.9708827,0.07218288
12.99549546,14.15944,14.15639,0.9759187,0.08057624
12.99616213,14.20584,14.20461,1.000183,0.1056037
12.99682881,14.20522,14.20217,1.012697,0.1176596
12.99749548,14.19424,14.18996,1.011934,0.1194909
12.99816216,14.13136,14.13503,0.9942315,0.1016359
12.99882883,14.03614,14.03797,0.9620315,0.06623123
12.99949551,14.01355,14.01538,0.9528751,0.05509095
13.00016218,14.05689,14.06239,0.9721035,0.07218288
13.00082886,14.19118,14.19607,1.000183,0.0982786
13.00149553,14.24673,14.25345,1.016817,0.1149127
13.00216221,14.24857,14.24796,1.023837,0.1236113
13.00282888,14.22598,14.22171,1.011476,0.111708
13.00349556,14.18874,14.18691,0.9789708,0.07920279
13.00416223,14.22232,14.20889,0.9772921,0.07813454
13.00482891,14.25528,14.24368,0.9911793,0.09431083
13.00549558,14.2681,14.2626,1.006287,0.111708
13.00616226,14.27664,14.26749,1.01697,0.1231535
13.00682893,14.24124,14.22903,0.9962153,0.1020938
13.00749561,14.19363,14.18203,0.9655414,0.07080942
13.00816228,14.19729,14.18813,0.9740874,0.07843975
13.00882896,14.21011,14.21011,0.9904163,0.09461604
13.00949563,14.19973,14.20584,0.9879746,0.08958003
13.01016231,14.15944,14.15944,0.9859907,0.08622268
13.01082898,14.16311,14.16188,0.9864485,0.08729093
13.01149566,14.23208,14.24185,0.9888902,0.09064827
13.01216233,14.20767,14.21255,0.9791234,0.07981321
13.01282901,14.20767,14.20461,0.9853803,0.0843914
13.01349568,14.2333,14.22415,1.00232,0.09934685
13.01416236,14.25955,14.24979,1.011323,0.1107923
13.01482903,14.25955,14.25406,1.014528,0.1162862
13.01549571,14.22598,14.21621,1.005982,0.1075876
13.01616238,14.1747,14.16555,0.979276,0.08164449
13.01682906,14.20828,14.20522,0.9716457,0.07462458
13.01749573,14.26871,14.26871,0.9881272,0.09186912
13.01816241,14.26993,14.26932,1.010713,0.1161336
13.01882908,14.24979,14.24673,1.021548,0.1277317
13.01949576,14.22842,14.21926,1.017733,0.1233061
13.02016243,14.1509,14.14418,0.9991149,0.1016359
13.02082911,14.07948,14.08314,0.9673727,0.06516299
13.02149578,14.10023,14.10267,0.9766817,0.07294592
13.02216246,14.21316,14.21316,1.014223,0.1126236
13.02282913,14.25894,14.2565,1.027957,0.1266634
13.02349581,14.2626,14.25589,1.032841,0.1320046
13.02416248,14.2388,14.2388,1.022921,0.1216274
13.02482916,14.18203,14.19057,0.9846172,0.08347577
13.02549583,14.20217,14.21072,0.9826334,0.08164449
13.02616251,14.24246,14.24734,1.004761,0.1059089
13.02682918,14.27603,14.28519,1.01407,0.1162862
13.02749586,14.29007,14.29374,1.01697,0.12178
13.02816253,14.27848,14.26566,1.024142,0.130326
13.02882921,14.24185,14.23025,1.016512,0.1226956
13.02949588,14.20828,14.20767,0.9812599,0.08591747
13.03016256,14.22964,14.23575,0.9797338,0.08133927
